loan_id,credit_score,annual_income,dti_ratio,loan_amount,loan_term_months,employment_years,delinq_2yrs,open_accounts,revolving_utilization_pct,home_ownership,purpose,region,origination_year,is_default,risk_grade,predicted_default_prob,predicted_risk_tier
L114485,626,40900.0,1.5,6600.0,36,10.9,1,8,51.8,OWN,credit_card,West,2025,1,D (Near-Prime),0.5092,Moderate
L114486,705,35700.0,16.8,21100.0,60,1.9,0,6,31.6,MORTGAGE,home_improvement,Northeast,2023,0,B (Prime+),0.5051,Moderate
L114487,601,42200.0,14.4,10800.0,36,2.2,0,8,29.2,RENT,debt_consolidation,South,2023,0,D (Near-Prime),0.6253,High
L114488,656,46400.0,9.5,10700.0,36,0.0,0,8,49.4,MORTGAGE,auto,South,2025,1,C (Prime),0.5526,High
L114489,571,51200.0,19.8,12200.0,36,0.2,0,9,24.3,MORTGAGE,debt_consolidation,Northeast,2023,0,E (Subprime),0.6667,Severe
L114490,685,113200.0,16.2,15000.0,60,2.7,0,9,41.1,MORTGAGE,home_improvement,Midwest,2024,0,C (Prime),0.4022,Low
L114491,680,27100.0,7.0,26800.0,60,2.9,0,8,39.9,MORTGAGE,debt_consolidation,Northeast,2022,1,C (Prime),0.5159,Moderate
L114492,786,57100.0,42.1,12900.0,36,0.7,1,14,43.2,MORTGAGE,other,Northeast,2023,1,A (Super-Prime),0.5311,Moderate
L114493,703,75200.0,19.1,9400.0,60,3.3,0,12,36.7,RENT,credit_card,West,2024,0,B (Prime+),0.4488,Low
L114494,637,75900.0,30.1,8800.0,60,3.9,0,11,43.1,RENT,debt_consolidation,Midwest,2025,0,D (Near-Prime),0.6274,High
L114495,674,47700.0,13.0,6800.0,36,2.2,0,10,29.6,OWN,small_business,South,2025,0,C (Prime),0.5022,Moderate
L114496,596,37100.0,19.3,10500.0,36,0.3,0,6,29.4,OWN,debt_consolidation,South,2024,1,D (Near-Prime),0.6618,Severe
L114497,682,64700.0,10.6,14600.0,36,0.2,0,10,20.8,RENT,auto,Midwest,2024,0,C (Prime),0.4204,Low
L114498,666,75100.0,14.5,28400.0,36,1.0,0,7,48.7,RENT,credit_card,West,2023,0,C (Prime),0.5032,Moderate
L114499,707,50900.0,7.0,10000.0,36,3.8,1,12,21.9,RENT,credit_card,South,2025,0,B (Prime+),0.4267,Low
L114500,741,44200.0,1.4,7300.0,36,7.1,1,8,30.9,MORTGAGE,other,West,2023,0,B (Prime+),0.3162,Low
L114501,550,105500.0,38.2,6600.0,60,9.7,1,8,40.2,OWN,credit_card,Midwest,2024,0,E (Subprime),0.6576,Severe
L114502,701,47800.0,16.3,7600.0,60,4.9,0,10,32.3,MORTGAGE,credit_card,South,2023,1,B (Prime+),0.4475,Low
L114503,728,51300.0,11.2,3900.0,60,0.1,0,11,13.4,MORTGAGE,credit_card,Northeast,2024,0,B (Prime+),0.3769,Low
L114504,602,107400.0,26.3,20800.0,36,5.7,2,4,15.9,RENT,medical,Northeast,2022,1,D (Near-Prime),0.5557,High
L114505,804,54300.0,24.4,3000.0,36,2.1,1,8,22.9,MORTGAGE,debt_consolidation,West,2023,1,A (Super-Prime),0.3573,Low
L114506,633,54400.0,26.5,6200.0,36,0.6,1,5,67.6,RENT,small_business,South,2025,1,D (Near-Prime),0.7263,Severe
L114507,840,48100.0,14.7,7200.0,36,3.7,0,6,47.5,RENT,home_improvement,South,2025,0,A (Super-Prime),0.3296,Low
L114508,731,117200.0,5.1,5600.0,60,2.9,0,14,10.7,RENT,credit_card,South,2023,0,B (Prime+),0.2372,Low
L114509,743,52900.0,16.3,13200.0,36,20.6,1,9,28.4,MORTGAGE,credit_card,South,2024,0,B (Prime+),0.3062,Low
L114510,698,109900.0,12.4,4300.0,36,2.0,0,13,28.7,MORTGAGE,debt_consolidation,South,2024,0,C (Prime),0.3637,Low
L114511,746,80500.0,17.0,6300.0,36,7.8,0,11,27.0,MORTGAGE,home_improvement,Northeast,2023,0,B (Prime+),0.3238,Low
L114512,613,56000.0,20.0,20500.0,36,6.7,0,7,56.0,RENT,home_improvement,Midwest,2024,1,D (Near-Prime),0.6375,High
L114513,627,88500.0,21.8,6100.0,60,1.3,0,4,11.1,OWN,debt_consolidation,Midwest,2023,0,D (Near-Prime),0.4682,Moderate
L114514,552,40700.0,7.0,6400.0,60,4.4,0,10,39.5,RENT,debt_consolidation,Midwest,2025,1,E (Subprime),0.6712,Severe
L114515,715,143400.0,21.5,11700.0,60,0.4,0,18,29.2,RENT,debt_consolidation,South,2022,0,B (Prime+),0.3578,Low
L114516,634,37300.0,15.7,6900.0,36,2.5,0,7,56.4,OWN,debt_consolidation,Northeast,2024,0,D (Near-Prime),0.6372,High
L114517,729,64700.0,22.7,8600.0,36,23.0,0,6,27.6,RENT,auto,Northeast,2024,0,B (Prime+),0.2973,Low
L114518,719,87100.0,14.0,13000.0,36,0.4,0,9,48.6,MORTGAGE,auto,Midwest,2023,0,B (Prime+),0.3806,Low
L114519,593,64000.0,7.3,30600.0,36,6.7,0,6,34.6,MORTGAGE,debt_consolidation,Northeast,2024,0,D (Near-Prime),0.5455,Moderate
L114520,726,100600.0,17.8,10800.0,36,4.4,0,10,29.6,RENT,credit_card,Midwest,2022,0,B (Prime+),0.3152,Low
L114521,697,112600.0,10.8,5700.0,60,3.9,0,4,47.3,RENT,home_improvement,South,2024,0,C (Prime),0.378,Low
L114522,693,31000.0,13.5,5600.0,36,8.7,0,7,38.3,OWN,credit_card,South,2023,0,C (Prime),0.4448,Low
L114523,710,46500.0,2.2,5900.0,60,12.1,1,8,52.6,MORTGAGE,other,Northeast,2023,0,B (Prime+),0.3832,Low
L114524,678,71100.0,28.1,13800.0,36,3.3,0,6,48.3,RENT,debt_consolidation,South,2023,1,C (Prime),0.5696,High
L114525,681,59300.0,5.7,11700.0,60,0.7,0,8,31.7,MORTGAGE,credit_card,South,2025,0,C (Prime),0.4404,Low
L114526,749,49000.0,20.8,6900.0,36,1.4,0,8,52.4,OWN,other,Northeast,2025,0,B (Prime+),0.4724,Moderate
L114527,615,67400.0,17.1,12900.0,60,0.2,1,5,44.8,MORTGAGE,debt_consolidation,West,2022,0,D (Near-Prime),0.6126,High
L114528,602,36300.0,10.0,5700.0,36,7.3,0,4,49.5,RENT,home_improvement,West,2025,0,D (Near-Prime),0.6185,High
L114529,630,41500.0,13.3,14500.0,36,11.9,1,7,40.5,MORTGAGE,debt_consolidation,Northeast,2025,1,D (Near-Prime),0.5707,High
L114530,747,98400.0,23.3,8800.0,60,2.2,1,9,3.7,RENT,debt_consolidation,Midwest,2025,0,B (Prime+),0.346,Low
L114531,659,63400.0,3.8,13400.0,36,6.3,0,12,24.5,MORTGAGE,auto,South,2024,0,C (Prime),0.3955,Low
L114532,805,110600.0,26.0,5200.0,36,1.1,0,4,15.8,OWN,debt_consolidation,Northeast,2025,0,A (Super-Prime),0.2595,Low
L114533,479,18400.0,7.1,8200.0,60,5.7,1,6,47.3,MORTGAGE,small_business,Midwest,2024,1,E (Subprime),0.78,Severe
L114534,634,30700.0,21.9,20300.0,60,8.3,0,4,80.0,RENT,credit_card,Northeast,2022,0,D (Near-Prime),0.6764,Severe
L114535,651,28600.0,12.3,2500.0,36,2.3,0,4,35.3,OWN,small_business,South,2024,0,C (Prime),0.5512,Moderate
L114536,698,61900.0,13.9,10700.0,36,0.7,0,10,40.7,OWN,debt_consolidation,South,2023,0,C (Prime),0.4741,Moderate
L114537,767,120600.0,1.7,8400.0,36,5.7,1,6,21.2,RENT,auto,South,2024,0,A (Super-Prime),0.1934,Low
L114538,668,26800.0,3.8,15800.0,36,0.7,0,5,24.8,RENT,debt_consolidation,Northeast,2025,0,C (Prime),0.5184,Moderate
L114539,614,51300.0,7.9,22500.0,36,2.6,0,13,18.9,MORTGAGE,debt_consolidation,West,2024,1,D (Near-Prime),0.5373,Moderate
L114540,735,106000.0,45.1,20700.0,60,10.5,0,8,53.5,RENT,credit_card,Midwest,2025,0,B (Prime+),0.4722,Moderate
L114541,781,31700.0,35.2,17000.0,36,2.0,0,4,38.5,MORTGAGE,credit_card,Midwest,2024,0,A (Super-Prime),0.4723,Moderate
L114542,513,164300.0,20.5,10600.0,60,9.6,1,7,32.9,MORTGAGE,small_business,Midwest,2023,1,E (Subprime),0.5097,Moderate
L114543,718,30200.0,24.7,21400.0,36,5.8,0,9,46.8,OWN,debt_consolidation,South,2025,0,B (Prime+),0.5614,High
L114544,699,35200.0,9.6,5300.0,60,10.4,0,8,7.5,OWN,debt_consolidation,Northeast,2023,0,C (Prime),0.3619,Low
L114545,626,22100.0,15.4,4700.0,36,1.1,0,8,19.8,OWN,auto,West,2024,1,D (Near-Prime),0.5703,High
L114546,649,69800.0,5.9,9800.0,60,3.0,0,7,21.5,MORTGAGE,small_business,Midwest,2022,1,D (Near-Prime),0.3989,Low
L114547,699,23100.0,19.2,25200.0,36,6.0,0,6,38.4,RENT,medical,Northeast,2022,1,C (Prime),0.5419,Moderate
L114548,682,55600.0,22.9,5000.0,36,4.3,0,1,13.5,MORTGAGE,debt_consolidation,West,2023,1,C (Prime),0.4392,Low
L114549,664,54700.0,21.1,10300.0,36,3.0,0,9,50.7,OWN,credit_card,Northeast,2023,0,C (Prime),0.5547,High
L114550,604,39800.0,4.7,4500.0,60,2.4,0,7,2.2,MORTGAGE,credit_card,Northeast,2025,1,D (Near-Prime),0.4955,Moderate
L114551,699,42900.0,14.4,6200.0,36,6.0,0,6,8.7,OWN,home_improvement,South,2024,0,C (Prime),0.4017,Low
L114552,637,43800.0,3.2,9300.0,60,3.7,0,6,51.5,MORTGAGE,debt_consolidation,South,2024,1,D (Near-Prime),0.5489,Moderate
L114553,686,64700.0,15.8,11800.0,36,7.3,1,11,7.5,MORTGAGE,debt_consolidation,Midwest,2022,0,C (Prime),0.3872,Low
L114554,642,37000.0,21.1,29400.0,36,0.5,0,6,63.0,RENT,debt_consolidation,Northeast,2024,1,D (Near-Prime),0.7031,Severe
L114555,693,35400.0,10.1,4800.0,60,12.1,0,6,62.5,MORTGAGE,credit_card,West,2022,1,C (Prime),0.4384,Low
L114556,729,30100.0,7.4,26200.0,60,3.7,0,14,22.5,MORTGAGE,auto,South,2023,0,B (Prime+),0.398,Low
L114557,695,89900.0,6.1,13500.0,60,0.1,0,4,65.5,MORTGAGE,credit_card,South,2023,0,C (Prime),0.4198,Low
L114558,723,106800.0,7.5,14700.0,60,2.4,0,4,62.2,OWN,auto,South,2024,1,B (Prime+),0.3404,Low
L114559,590,69900.0,12.7,2400.0,36,0.4,1,3,29.5,MORTGAGE,medical,South,2022,0,D (Near-Prime),0.5821,High
L114560,710,24400.0,6.1,11000.0,36,0.6,1,7,29.8,RENT,other,Midwest,2025,0,B (Prime+),0.4769,Moderate
L114561,699,54800.0,18.0,8700.0,60,2.0,0,10,24.2,MORTGAGE,small_business,South,2023,0,C (Prime),0.4627,Moderate
L114562,639,69400.0,35.9,19700.0,36,8.1,1,7,59.1,MORTGAGE,credit_card,South,2024,0,D (Near-Prime),0.6588,Severe
L114563,669,86900.0,11.1,12800.0,60,6.1,1,7,27.6,MORTGAGE,small_business,South,2025,0,C (Prime),0.4283,Low
L114564,498,52800.0,3.5,30800.0,60,0.7,2,6,11.6,RENT,debt_consolidation,South,2025,0,E (Subprime),0.7285,Severe
L114565,685,35600.0,17.5,5800.0,60,14.3,0,10,18.4,MORTGAGE,debt_consolidation,South,2023,1,C (Prime),0.4277,Low
L114566,653,153200.0,13.6,15600.0,36,3.4,1,7,46.6,MORTGAGE,other,South,2024,1,C (Prime),0.3794,Low
L114567,532,54300.0,6.6,24200.0,36,1.9,0,8,35.5,MORTGAGE,debt_consolidation,Midwest,2025,0,E (Subprime),0.6663,Severe
L114568,713,36600.0,10.5,10900.0,36,3.2,1,6,41.1,MORTGAGE,credit_card,South,2024,0,B (Prime+),0.4709,Moderate
L114569,638,66500.0,2.0,10200.0,60,12.3,1,7,21.4,MORTGAGE,home_improvement,South,2023,0,D (Near-Prime),0.3975,Low
L114570,698,95800.0,9.4,19100.0,60,5.6,0,6,55.7,MORTGAGE,debt_consolidation,West,2022,1,C (Prime),0.3779,Low
L114571,664,45300.0,21.6,17300.0,60,1.1,1,10,51.5,MORTGAGE,home_improvement,West,2025,0,C (Prime),0.6552,Severe
L114572,711,70700.0,18.4,10000.0,36,18.3,0,6,28.6,RENT,home_improvement,Midwest,2023,1,B (Prime+),0.3209,Low
L114573,685,60500.0,21.5,7600.0,60,12.4,0,3,36.0,MORTGAGE,credit_card,Midwest,2023,0,C (Prime),0.3998,Low
L114574,661,48700.0,5.1,15300.0,36,0.2,3,9,34.5,RENT,small_business,South,2023,1,C (Prime),0.5782,High
L114575,712,46100.0,13.0,4500.0,60,11.3,0,12,23.5,RENT,debt_consolidation,South,2023,0,B (Prime+),0.3975,Low
L114576,734,62800.0,19.6,6100.0,36,18.0,0,8,46.2,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+),0.3672,Low
L114577,532,15000.0,32.3,9400.0,36,1.6,0,13,73.5,MORTGAGE,medical,West,2023,1,E (Subprime),0.8638,Severe
L114578,681,50700.0,32.5,19700.0,36,7.2,1,4,13.6,OWN,auto,South,2025,1,C (Prime),0.5187,Moderate
L114579,641,29000.0,16.8,13300.0,36,22.5,0,8,48.0,RENT,debt_consolidation,Northeast,2023,0,D (Near-Prime),0.518,Moderate
L114580,608,31100.0,9.3,12600.0,36,2.5,2,11,36.0,MORTGAGE,debt_consolidation,Northeast,2022,1,D (Near-Prime),0.6543,Severe
L114581,765,64100.0,7.1,4700.0,36,1.1,0,6,15.3,MORTGAGE,medical,West,2025,0,A (Super-Prime),0.2939,Low
L114582,742,44700.0,7.9,11500.0,36,12.3,0,11,58.9,OWN,debt_consolidation,Midwest,2023,0,B (Prime+),0.3659,Low
L114583,612,46200.0,7.0,16300.0,36,1.0,0,10,46.6,MORTGAGE,debt_consolidation,Northeast,2024,0,D (Near-Prime),0.6135,High
L114584,607,51200.0,3.8,8000.0,36,4.5,0,9,27.1,OWN,home_improvement,Midwest,2025,0,D (Near-Prime),0.5114,Moderate
L114585,733,20300.0,13.8,6600.0,36,0.0,0,7,63.1,MORTGAGE,medical,South,2023,0,B (Prime+),0.551,Moderate
L114586,639,23700.0,14.5,9400.0,36,2.0,0,5,52.9,MORTGAGE,medical,West,2023,0,D (Near-Prime),0.6292,High
L114587,658,109800.0,9.7,5500.0,36,1.6,2,8,61.5,RENT,medical,West,2024,0,C (Prime),0.5225,Moderate
L114588,551,32100.0,15.4,8200.0,36,14.1,1,4,49.1,MORTGAGE,other,Northeast,2024,0,E (Subprime),0.6681,Severe
L114589,671,43500.0,19.9,6900.0,60,2.1,0,9,12.3,MORTGAGE,debt_consolidation,Midwest,2022,0,C (Prime),0.4842,Moderate
L114590,754,69000.0,0.6,10700.0,60,2.0,2,7,20.1,MORTGAGE,small_business,Midwest,2022,0,A (Super-Prime),0.2897,Low
L114591,650,46000.0,9.6,4900.0,36,0.6,0,10,54.6,RENT,auto,West,2022,0,D (Near-Prime),0.5498,Moderate
L114592,672,50500.0,8.0,5400.0,36,4.2,0,7,42.4,MORTGAGE,home_improvement,Midwest,2023,0,C (Prime),0.4589,Moderate
L114593,793,20100.0,21.0,12200.0,36,1.6,0,2,49.5,MORTGAGE,auto,Midwest,2024,0,A (Super-Prime),0.4178,Low
L114594,737,29200.0,5.1,7800.0,36,2.4,0,11,45.5,RENT,debt_consolidation,West,2024,0,B (Prime+),0.4503,Low
L114595,772,59700.0,31.9,8700.0,36,1.4,0,6,35.0,RENT,medical,West,2024,1,A (Super-Prime),0.459,Moderate
L114596,721,58100.0,17.6,9000.0,36,2.7,2,8,47.3,MORTGAGE,credit_card,Midwest,2025,1,B (Prime+),0.4952,Moderate
L114597,758,90400.0,9.0,4200.0,36,11.5,0,9,14.2,MORTGAGE,credit_card,South,2023,0,A (Super-Prime),0.2023,Low
L114598,571,75200.0,6.1,3000.0,60,8.3,0,8,29.8,MORTGAGE,debt_consolidation,South,2025,0,E (Subprime),0.5318,Moderate
L114599,626,41600.0,12.8,10700.0,60,2.4,0,8,73.4,MORTGAGE,home_improvement,Northeast,2024,0,D (Near-Prime),0.6749,Severe
L114600,572,56000.0,20.0,11600.0,60,2.1,0,6,43.0,MORTGAGE,other,Midwest,2025,0,E (Subprime),0.6646,Severe
L114601,824,38300.0,9.8,24000.0,60,1.1,0,12,67.4,MORTGAGE,home_improvement,West,2022,1,A (Super-Prime),0.381,Low
L114602,691,73000.0,14.2,14100.0,36,10.3,0,10,41.3,MORTGAGE,credit_card,Midwest,2024,0,C (Prime),0.3818,Low
L114603,671,37000.0,10.4,26300.0,36,2.4,0,9,47.4,MORTGAGE,credit_card,Northeast,2022,0,C (Prime),0.5228,Moderate
L114604,630,67100.0,30.5,15800.0,36,0.7,0,8,41.0,MORTGAGE,credit_card,West,2023,0,D (Near-Prime),0.616,High
L114605,614,65600.0,11.9,5500.0,36,21.9,0,6,74.3,RENT,other,Northeast,2023,0,D (Near-Prime),0.4958,Moderate
L114606,497,106700.0,20.5,35500.0,36,10.1,1,7,21.2,MORTGAGE,medical,South,2023,0,E (Subprime),0.6407,High
L114607,825,33800.0,7.4,17000.0,36,1.0,0,6,19.2,MORTGAGE,debt_consolidation,West,2025,1,A (Super-Prime),0.2825,Low
L114608,674,53200.0,13.6,7600.0,60,2.0,0,10,41.9,MORTGAGE,credit_card,Northeast,2024,0,C (Prime),0.5105,Moderate
L114609,684,26600.0,20.9,11700.0,36,7.8,1,12,32.7,MORTGAGE,debt_consolidation,Northeast,2025,1,C (Prime),0.5817,High
L114610,588,86800.0,15.8,17800.0,60,2.4,0,8,48.0,MORTGAGE,credit_card,West,2025,0,D (Near-Prime),0.592,High
L114611,676,48000.0,23.4,8700.0,60,3.9,0,10,20.6,MORTGAGE,debt_consolidation,West,2022,0,C (Prime),0.5042,Moderate
L114612,704,38700.0,5.5,14000.0,36,4.0,0,7,76.5,RENT,credit_card,Midwest,2024,0,B (Prime+),0.5045,Moderate
L114613,674,31100.0,31.0,18800.0,60,0.7,0,8,27.4,MORTGAGE,credit_card,Midwest,2022,0,C (Prime),0.5849,High
L114614,720,36200.0,17.4,18000.0,60,5.5,0,5,3.0,OWN,other,Northeast,2025,0,B (Prime+),0.3883,Low
L114615,625,45600.0,30.5,11800.0,36,2.6,0,3,69.7,RENT,other,Midwest,2023,0,D (Near-Prime),0.6986,Severe
L114616,701,45400.0,8.2,28500.0,36,0.9,0,11,36.2,RENT,debt_consolidation,Northeast,2023,1,B (Prime+),0.4903,Moderate
L114617,738,107500.0,12.5,11100.0,36,3.9,0,8,4.9,MORTGAGE,debt_consolidation,West,2025,0,B (Prime+),0.2557,Low
L114618,716,47100.0,21.8,6400.0,36,1.9,0,6,45.1,MORTGAGE,debt_consolidation,South,2024,0,B (Prime+),0.5191,Moderate
L114619,704,53600.0,22.2,3100.0,36,1.3,0,10,29.3,RENT,home_improvement,Northeast,2025,0,B (Prime+),0.5269,Moderate
L114620,673,19500.0,15.5,8300.0,36,1.9,0,5,52.9,RENT,small_business,Midwest,2022,0,C (Prime),0.5849,High
L114621,615,39300.0,9.5,14600.0,60,13.1,0,4,32.9,RENT,debt_consolidation,South,2022,0,D (Near-Prime),0.5132,Moderate
L114622,715,143200.0,16.1,23600.0,60,24.9,0,9,6.4,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+),0.1737,Low
L114623,654,126300.0,7.2,3400.0,60,10.0,0,13,23.6,RENT,small_business,West,2023,1,C (Prime),0.305,Low
L114624,618,17500.0,7.5,7300.0,60,2.2,0,10,62.6,RENT,home_improvement,Midwest,2025,0,D (Near-Prime),0.6875,Severe
L114625,729,119100.0,30.4,2300.0,36,2.7,0,9,35.9,OWN,other,Midwest,2023,0,B (Prime+),0.3484,Low
L114626,575,47700.0,12.8,29700.0,36,6.7,0,5,11.7,RENT,medical,Midwest,2025,1,E (Subprime),0.5839,High
L114627,643,27800.0,22.8,8600.0,36,8.8,1,10,31.0,MORTGAGE,auto,Northeast,2024,0,D (Near-Prime),0.5945,High
L114628,730,72000.0,0.6,6200.0,36,12.7,0,6,52.0,RENT,home_improvement,Northeast,2025,0,B (Prime+),0.3193,Low
L114629,741,78600.0,19.4,9800.0,60,2.3,0,6,51.9,MORTGAGE,debt_consolidation,West,2022,0,B (Prime+),0.4072,Low
L114630,655,77200.0,1.6,3700.0,36,3.4,0,8,37.6,OWN,auto,Northeast,2025,0,C (Prime),0.4008,Low
L114631,684,67200.0,12.6,25900.0,36,2.5,1,9,55.1,RENT,medical,Midwest,2025,1,C (Prime),0.5505,Moderate
L114632,715,116000.0,17.6,14200.0,36,4.1,0,11,54.8,RENT,debt_consolidation,Midwest,2022,0,B (Prime+),0.3799,Low
L114633,675,51300.0,31.3,9100.0,36,0.5,0,7,17.9,RENT,credit_card,West,2023,0,C (Prime),0.5451,Moderate
L114634,629,72000.0,35.7,47600.0,36,0.4,0,6,67.9,MORTGAGE,home_improvement,South,2024,0,D (Near-Prime),0.7352,Severe
L114635,708,192500.0,11.0,3300.0,60,2.6,0,8,32.5,RENT,credit_card,South,2024,0,B (Prime+),0.2152,Low
L114636,690,57300.0,16.5,18100.0,36,1.4,0,8,19.7,RENT,medical,Northeast,2024,1,C (Prime),0.4851,Moderate
L114637,686,25100.0,6.1,9900.0,36,1.8,0,8,21.6,MORTGAGE,other,Midwest,2023,1,C (Prime),0.4293,Low
L114638,752,112600.0,37.3,8900.0,60,4.5,1,12,47.6,MORTGAGE,credit_card,South,2023,0,A (Super-Prime),0.4345,Low
L114639,699,58000.0,13.0,4500.0,60,6.6,0,6,9.8,MORTGAGE,debt_consolidation,Midwest,2024,0,C (Prime),0.3592,Low
L114640,650,30300.0,11.7,10900.0,36,8.7,0,6,21.5,MORTGAGE,credit_card,South,2023,0,D (Near-Prime),0.4647,Moderate
L114641,690,127400.0,27.4,19500.0,36,4.4,0,5,40.0,OWN,other,West,2025,0,C (Prime),0.3916,Low
L114642,806,93800.0,19.4,5600.0,60,6.1,1,8,39.0,MORTGAGE,auto,West,2023,0,A (Super-Prime),0.2628,Low
L114643,633,50800.0,5.3,3300.0,36,0.3,1,10,32.8,RENT,debt_consolidation,Midwest,2022,0,D (Near-Prime),0.5395,Moderate
L114644,662,61800.0,9.0,8500.0,36,2.5,1,8,75.3,MORTGAGE,credit_card,South,2023,0,C (Prime),0.5645,High
L114645,627,22100.0,31.1,8100.0,36,2.2,0,9,66.4,OWN,credit_card,Midwest,2024,1,D (Near-Prime),0.7313,Severe
L114646,702,58000.0,23.5,20300.0,36,5.7,0,11,33.5,RENT,debt_consolidation,West,2022,0,B (Prime+),0.485,Moderate
L114647,597,18000.0,21.7,5000.0,60,4.0,1,13,21.3,MORTGAGE,auto,Midwest,2024,1,D (Near-Prime),0.6701,Severe
L114648,709,28900.0,24.1,10300.0,36,19.0,0,6,33.1,MORTGAGE,auto,West,2022,0,B (Prime+),0.3857,Low
L114649,729,117200.0,12.1,8700.0,36,4.2,0,9,46.6,OWN,medical,South,2023,0,B (Prime+),0.3177,Low
L114650,629,59600.0,10.8,15600.0,36,0.4,0,5,30.0,RENT,medical,Northeast,2024,1,D (Near-Prime),0.5574,High
L114651,624,21600.0,15.8,11300.0,36,0.7,0,9,11.0,RENT,debt_consolidation,Northeast,2023,0,D (Near-Prime),0.6105,High
L114652,583,38300.0,14.1,11700.0,36,2.2,0,8,47.0,MORTGAGE,other,Midwest,2024,1,D (Near-Prime),0.6512,Severe
L114653,682,80200.0,9.7,36800.0,60,2.6,0,10,27.6,RENT,medical,Northeast,2023,1,C (Prime),0.4419,Low
L114654,607,47400.0,14.9,15700.0,36,1.1,0,12,26.9,RENT,debt_consolidation,West,2023,0,D (Near-Prime),0.6156,High
L114655,639,55700.0,4.6,38000.0,60,1.7,0,9,54.1,MORTGAGE,debt_consolidation,Northeast,2022,0,D (Near-Prime),0.5575,High
L114656,652,48200.0,32.4,30000.0,36,0.1,1,6,25.0,RENT,credit_card,West,2025,0,C (Prime),0.6544,Severe
L114657,635,28900.0,11.1,14700.0,36,0.2,0,4,33.5,RENT,credit_card,West,2025,0,D (Near-Prime),0.5858,High
L114658,734,102200.0,8.5,6300.0,36,0.2,0,8,57.3,MORTGAGE,debt_consolidation,Northeast,2023,0,B (Prime+),0.3616,Low
L114659,783,22100.0,1.7,6300.0,36,2.0,0,7,65.7,OWN,debt_consolidation,Midwest,2024,1,A (Super-Prime),0.3931,Low
L114660,541,45300.0,10.4,8600.0,60,3.1,1,7,9.9,MORTGAGE,medical,West,2022,0,E (Subprime),0.6299,High
L114661,627,26300.0,2.3,8500.0,60,7.8,0,6,25.5,OWN,small_business,Midwest,2023,0,D (Near-Prime),0.4678,Moderate
L114662,696,47200.0,3.8,6200.0,36,3.7,0,12,39.1,OWN,debt_consolidation,Northeast,2025,0,C (Prime),0.4476,Low
L114663,611,52000.0,31.2,9700.0,36,4.5,2,5,19.8,RENT,other,Midwest,2023,0,D (Near-Prime),0.647,Severe
L114664,645,47600.0,11.4,15200.0,60,0.6,1,8,25.9,MORTGAGE,credit_card,Midwest,2022,0,D (Near-Prime),0.5137,Moderate
L114665,693,58200.0,22.4,10000.0,60,7.5,0,9,41.7,RENT,credit_card,Northeast,2024,1,C (Prime),0.4973,Moderate
L114666,770,75700.0,4.8,5600.0,36,2.4,0,4,52.9,MORTGAGE,credit_card,West,2025,0,A (Super-Prime),0.2984,Low
L114667,756,19700.0,8.9,3700.0,60,2.5,0,7,75.6,OWN,other,West,2025,0,A (Super-Prime),0.4891,Moderate
L114668,661,53800.0,25.7,16500.0,36,0.8,0,9,26.9,MORTGAGE,credit_card,South,2022,1,C (Prime),0.5455,Moderate
L114669,688,98000.0,11.5,30500.0,36,0.1,1,8,3.7,RENT,medical,West,2025,1,C (Prime),0.3928,Low
L114670,656,118100.0,7.9,5400.0,60,1.0,1,10,17.6,RENT,medical,South,2023,0,C (Prime),0.3957,Low
L114671,668,83700.0,3.2,15100.0,60,5.7,0,10,39.4,RENT,small_business,Northeast,2025,0,C (Prime),0.4219,Low
L114672,603,26900.0,5.6,25500.0,36,9.7,0,10,32.2,RENT,debt_consolidation,Midwest,2025,1,D (Near-Prime),0.5784,High
L114673,565,36800.0,36.2,8400.0,36,2.1,0,11,65.3,RENT,credit_card,Midwest,2024,1,E (Subprime),0.8084,Severe
L114674,656,81400.0,22.7,43000.0,60,1.3,0,4,7.7,OWN,debt_consolidation,West,2024,0,C (Prime),0.4745,Moderate
L114675,743,95100.0,16.7,4000.0,60,5.5,1,10,74.5,OWN,home_improvement,West,2024,0,B (Prime+),0.434,Low
L114676,729,42600.0,25.5,4300.0,36,1.7,0,15,57.7,MORTGAGE,debt_consolidation,Midwest,2022,1,B (Prime+),0.5451,Moderate
L114677,558,45700.0,22.6,25100.0,36,0.0,1,12,32.6,RENT,debt_consolidation,Northeast,2022,1,E (Subprime),0.7554,Severe
L114678,667,76200.0,13.5,10600.0,60,4.0,0,5,55.3,RENT,medical,South,2025,1,C (Prime),0.5318,Moderate
L114679,639,91600.0,14.0,3000.0,60,3.4,0,2,16.4,OWN,credit_card,South,2025,0,D (Near-Prime),0.4086,Low
L114680,698,42100.0,19.3,13000.0,36,6.3,0,8,37.2,MORTGAGE,home_improvement,South,2022,0,C (Prime),0.4863,Moderate
L114681,608,31700.0,24.2,7100.0,36,0.2,0,8,8.1,MORTGAGE,debt_consolidation,West,2024,0,D (Near-Prime),0.6335,High
L114682,739,22600.0,13.0,24100.0,36,4.9,1,6,8.7,MORTGAGE,debt_consolidation,South,2024,0,B (Prime+),0.4203,Low
L114683,666,37200.0,4.7,19700.0,60,9.8,0,8,36.4,RENT,debt_consolidation,Northeast,2024,0,C (Prime),0.4798,Moderate
