loan_id,credit_score,annual_income,dti_ratio,loan_amount,loan_term_months,employment_years,delinq_2yrs,open_accounts,revolving_utilization_pct,home_ownership,purpose,region,origination_year,is_default,risk_grade
L118039,652,61600.0,11.3,8400.0,36,1.1,0,13,16.5,MORTGAGE,home_improvement,South,2024,0,C (Prime)
L118040,766,141200.0,12.9,3400.0,36,4.9,0,10,27.8,MORTGAGE,debt_consolidation,Northeast,2025,0,A (Super-Prime)
L118041,708,107800.0,9.5,9700.0,36,10.3,1,9,12.4,RENT,debt_consolidation,Midwest,2023,0,B (Prime+)
L118042,708,43100.0,6.5,40800.0,60,23.1,1,14,42.8,RENT,medical,West,2023,1,B (Prime+)
L118043,627,33200.0,12.6,5600.0,36,1.7,0,13,14.3,MORTGAGE,credit_card,South,2022,0,D (Near-Prime)
L118044,790,40600.0,8.1,5900.0,36,4.8,1,14,57.9,MORTGAGE,debt_consolidation,South,2025,0,A (Super-Prime)
L118045,667,35500.0,4.1,10600.0,36,0.4,0,10,53.1,RENT,debt_consolidation,West,2024,1,C (Prime)
L118046,637,42600.0,32.9,6500.0,36,2.4,0,9,66.2,RENT,debt_consolidation,South,2024,1,D (Near-Prime)
L118047,678,239300.0,14.1,9000.0,36,1.5,0,8,41.9,RENT,debt_consolidation,Midwest,2025,0,C (Prime)
L118048,723,69100.0,24.0,4900.0,36,9.2,0,8,44.7,RENT,other,Northeast,2023,0,B (Prime+)
L118049,728,116500.0,21.4,6300.0,60,8.1,0,6,16.6,MORTGAGE,auto,West,2022,1,B (Prime+)
L118050,774,33200.0,7.8,18000.0,60,2.5,0,6,44.4,MORTGAGE,auto,Northeast,2023,0,A (Super-Prime)
L118051,610,69200.0,30.3,15600.0,60,5.7,1,10,37.2,RENT,home_improvement,South,2023,0,D (Near-Prime)
L118052,651,86200.0,7.2,5500.0,36,3.7,0,7,79.1,MORTGAGE,debt_consolidation,South,2022,0,C (Prime)
L118053,780,22800.0,7.0,8200.0,60,15.4,0,7,13.2,MORTGAGE,credit_card,West,2023,0,A (Super-Prime)
L118054,827,38300.0,4.9,11100.0,36,3.7,0,3,53.5,OWN,credit_card,Northeast,2024,0,A (Super-Prime)
L118055,638,24300.0,15.4,31300.0,36,7.3,0,6,50.9,MORTGAGE,credit_card,South,2024,1,D (Near-Prime)
L118056,673,26800.0,7.6,8300.0,36,2.7,0,14,38.0,MORTGAGE,debt_consolidation,Northeast,2025,1,C (Prime)
L118057,579,35500.0,13.5,5900.0,60,3.9,0,4,30.8,OWN,credit_card,South,2022,1,E (Subprime)
L118058,626,79200.0,17.4,5100.0,36,5.7,0,6,51.2,RENT,debt_consolidation,South,2025,0,D (Near-Prime)
L118059,622,88600.0,29.2,12500.0,36,2.5,0,6,38.7,OWN,debt_consolidation,Midwest,2024,0,D (Near-Prime)
L118060,672,42200.0,28.9,6400.0,60,4.8,0,9,73.5,MORTGAGE,credit_card,South,2022,0,C (Prime)
L118061,602,32700.0,31.9,11200.0,60,2.6,0,4,28.7,MORTGAGE,credit_card,Northeast,2025,1,D (Near-Prime)
L118062,739,117100.0,1.2,9600.0,36,4.5,0,8,31.7,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+)
L118063,675,54000.0,8.4,15400.0,36,1.6,0,7,19.1,MORTGAGE,auto,Midwest,2025,0,C (Prime)
L118064,663,48200.0,26.4,17500.0,60,6.6,0,5,43.3,MORTGAGE,debt_consolidation,South,2025,0,C (Prime)
L118065,739,134600.0,21.4,4600.0,36,5.6,0,17,34.0,MORTGAGE,debt_consolidation,West,2025,0,B (Prime+)
L118066,662,48500.0,5.7,14400.0,60,1.3,0,11,29.7,OWN,medical,Midwest,2025,0,C (Prime)
L118067,599,28500.0,9.7,3700.0,36,3.8,0,4,27.2,RENT,home_improvement,South,2025,0,D (Near-Prime)
L118068,681,91800.0,30.3,14800.0,36,0.3,0,15,38.3,RENT,credit_card,Midwest,2025,0,C (Prime)
L118069,820,42000.0,13.5,17100.0,60,5.1,1,7,44.8,MORTGAGE,other,West,2025,0,A (Super-Prime)
L118070,686,25500.0,7.5,6800.0,36,1.2,1,7,3.8,MORTGAGE,other,West,2024,0,C (Prime)
L118071,713,89300.0,3.7,14200.0,36,9.6,0,11,79.8,MORTGAGE,debt_consolidation,South,2023,1,B (Prime+)
L118072,666,34600.0,9.8,12700.0,36,1.2,0,9,27.6,RENT,medical,Midwest,2023,0,C (Prime)
L118073,665,40300.0,6.7,13000.0,36,4.7,1,9,45.3,OWN,debt_consolidation,West,2023,0,C (Prime)
L118074,712,74300.0,3.4,13900.0,36,3.8,0,8,22.4,MORTGAGE,credit_card,South,2023,0,B (Prime+)
L118075,508,98700.0,12.0,6700.0,36,6.0,0,8,35.7,RENT,credit_card,Midwest,2023,1,E (Subprime)
L118076,599,19600.0,6.7,10200.0,36,3.2,2,9,10.7,OWN,credit_card,South,2025,0,D (Near-Prime)
L118077,641,65400.0,17.4,8900.0,36,3.4,0,6,50.2,MORTGAGE,debt_consolidation,Midwest,2025,0,D (Near-Prime)
L118078,662,88200.0,10.1,6900.0,60,12.1,0,6,23.6,MORTGAGE,credit_card,South,2023,0,C (Prime)
L118079,773,106800.0,8.0,13300.0,60,6.6,0,9,19.5,OWN,auto,Midwest,2023,0,A (Super-Prime)
L118080,838,52800.0,16.4,7000.0,60,4.8,0,12,20.5,MORTGAGE,debt_consolidation,South,2024,0,A (Super-Prime)
L118081,720,36200.0,9.2,17100.0,36,6.0,0,2,26.5,MORTGAGE,credit_card,Northeast,2022,0,B (Prime+)
L118082,705,68400.0,21.4,4800.0,36,2.0,0,8,16.8,MORTGAGE,credit_card,Northeast,2023,0,B (Prime+)
L118083,723,25600.0,16.6,3900.0,60,6.0,0,5,76.6,MORTGAGE,small_business,Midwest,2024,0,B (Prime+)
L118084,777,109800.0,8.9,4600.0,60,0.6,1,4,32.4,RENT,credit_card,Midwest,2025,0,A (Super-Prime)
L118085,615,43100.0,19.8,6000.0,36,7.6,0,10,24.0,MORTGAGE,debt_consolidation,West,2022,1,D (Near-Prime)
L118086,647,26500.0,32.4,11900.0,36,1.9,1,9,41.2,MORTGAGE,medical,Midwest,2024,1,D (Near-Prime)
L118087,689,63600.0,4.4,25900.0,36,3.3,0,10,21.8,RENT,auto,South,2025,0,C (Prime)
L118088,698,96400.0,3.8,10500.0,60,12.2,0,9,27.6,RENT,other,South,2025,1,C (Prime)
L118089,556,73400.0,22.0,10000.0,60,4.7,1,7,34.3,RENT,auto,South,2025,1,E (Subprime)
L118090,707,29700.0,12.4,6600.0,36,7.5,3,9,18.7,RENT,credit_card,South,2023,0,B (Prime+)
L118091,576,116100.0,17.2,9400.0,36,1.8,0,6,62.2,RENT,debt_consolidation,West,2024,0,E (Subprime)
L118092,729,68300.0,9.1,10500.0,60,7.1,0,7,11.1,OWN,auto,Midwest,2024,0,B (Prime+)
L118093,734,54500.0,49.4,31500.0,36,4.4,0,9,58.1,OWN,credit_card,Midwest,2025,0,B (Prime+)
L118094,533,51000.0,8.9,10700.0,60,0.8,0,3,63.5,RENT,small_business,West,2022,1,E (Subprime)
L118095,712,93700.0,28.4,30600.0,36,11.5,1,7,56.9,MORTGAGE,debt_consolidation,Northeast,2024,0,B (Prime+)
L118096,692,69000.0,6.8,2600.0,36,2.1,0,10,2.6,MORTGAGE,small_business,South,2024,0,C (Prime)
L118097,639,55600.0,27.5,9000.0,60,2.6,0,11,30.6,MORTGAGE,debt_consolidation,West,2024,0,D (Near-Prime)
L118098,741,60400.0,13.8,5400.0,36,3.4,0,7,29.9,MORTGAGE,auto,South,2025,0,B (Prime+)
L118099,809,60700.0,2.2,27700.0,60,0.4,1,10,22.6,RENT,credit_card,Northeast,2024,0,A (Super-Prime)
L118100,711,57000.0,15.4,8900.0,36,3.4,0,12,3.7,RENT,other,South,2025,0,B (Prime+)
L118101,608,53500.0,7.5,12600.0,36,6.5,0,7,16.9,RENT,debt_consolidation,Northeast,2022,0,D (Near-Prime)
L118102,586,59900.0,15.1,5400.0,60,5.6,0,13,26.2,MORTGAGE,debt_consolidation,West,2024,0,D (Near-Prime)
L118103,603,111200.0,13.0,15400.0,60,8.5,1,10,13.1,MORTGAGE,medical,Northeast,2025,0,D (Near-Prime)
L118104,613,32100.0,6.1,12900.0,36,1.4,0,11,12.6,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime)
L118105,752,22400.0,15.5,16600.0,36,3.1,0,7,12.4,MORTGAGE,credit_card,South,2024,0,A (Super-Prime)
L118106,698,36400.0,21.8,8300.0,60,11.5,0,7,51.3,MORTGAGE,credit_card,Midwest,2023,0,C (Prime)
L118107,677,66400.0,3.3,22300.0,36,1.7,0,5,63.6,RENT,home_improvement,South,2025,1,C (Prime)
L118108,736,43900.0,20.3,8100.0,36,15.6,1,7,51.2,RENT,credit_card,Midwest,2023,0,B (Prime+)
L118109,680,54500.0,20.0,7300.0,36,8.5,0,6,22.9,OWN,home_improvement,West,2022,0,C (Prime)
L118110,681,76500.0,34.0,9600.0,36,5.0,0,7,19.2,MORTGAGE,auto,South,2025,1,C (Prime)
L118111,625,64700.0,11.0,11200.0,36,4.3,0,8,23.9,RENT,credit_card,South,2023,0,D (Near-Prime)
L118112,639,68700.0,13.3,4500.0,36,8.9,1,8,70.7,MORTGAGE,credit_card,Midwest,2025,0,D (Near-Prime)
L118113,681,80800.0,9.9,10400.0,60,7.0,0,11,47.2,MORTGAGE,auto,Northeast,2024,0,C (Prime)
L118114,603,70100.0,8.2,7900.0,60,10.0,0,9,31.6,RENT,debt_consolidation,West,2023,1,D (Near-Prime)
L118115,787,43200.0,9.7,13200.0,36,2.3,0,6,6.5,OWN,other,South,2023,0,A (Super-Prime)
L118116,687,43700.0,29.8,6500.0,36,1.6,2,5,36.2,MORTGAGE,debt_consolidation,Northeast,2025,1,C (Prime)
L118117,643,50800.0,6.4,3200.0,36,3.6,0,4,32.1,MORTGAGE,home_improvement,South,2025,0,D (Near-Prime)
L118118,742,31700.0,10.5,4200.0,60,2.0,0,11,15.2,RENT,debt_consolidation,South,2024,0,B (Prime+)
L118119,610,43900.0,13.7,6700.0,60,3.8,1,13,35.2,MORTGAGE,credit_card,South,2025,1,D (Near-Prime)
L118120,748,31700.0,5.3,10300.0,36,2.2,0,3,8.5,OWN,credit_card,Midwest,2025,0,B (Prime+)
L118121,685,38400.0,21.4,4900.0,36,1.6,0,7,10.9,OWN,credit_card,Midwest,2023,0,C (Prime)
L118122,801,22400.0,10.8,22800.0,60,8.2,1,8,51.2,RENT,credit_card,South,2025,0,A (Super-Prime)
L118123,643,26600.0,16.0,6700.0,60,7.6,0,6,63.9,MORTGAGE,credit_card,West,2025,0,D (Near-Prime)
L118124,653,101300.0,2.6,5200.0,36,10.2,0,11,52.4,MORTGAGE,home_improvement,South,2025,0,C (Prime)
L118125,624,25400.0,6.7,4600.0,36,2.0,0,10,57.0,RENT,debt_consolidation,West,2023,0,D (Near-Prime)
L118126,598,64600.0,12.9,19300.0,36,4.3,1,9,35.1,MORTGAGE,credit_card,South,2025,0,D (Near-Prime)
L118127,695,70100.0,9.4,13600.0,60,3.6,0,14,32.9,RENT,credit_card,Northeast,2023,1,C (Prime)
L118128,610,87700.0,11.9,7400.0,60,0.3,0,10,4.4,MORTGAGE,auto,South,2025,0,D (Near-Prime)
L118129,700,43800.0,13.9,16200.0,36,3.4,1,9,52.3,MORTGAGE,debt_consolidation,West,2025,1,C (Prime)
L118130,638,60700.0,21.9,10800.0,60,8.6,0,8,38.0,MORTGAGE,debt_consolidation,West,2022,0,D (Near-Prime)
L118131,747,49200.0,16.2,5700.0,36,1.0,0,6,18.7,OWN,debt_consolidation,South,2024,0,B (Prime+)
L118132,514,60000.0,3.7,5800.0,36,4.3,0,8,36.1,RENT,medical,South,2024,0,E (Subprime)
L118133,706,63000.0,11.2,13700.0,60,0.7,0,10,58.7,MORTGAGE,other,South,2023,1,B (Prime+)
L118134,682,82700.0,23.7,6900.0,36,6.0,0,6,69.7,MORTGAGE,medical,South,2024,1,C (Prime)
L118135,679,52400.0,19.0,4900.0,60,0.6,0,8,25.5,RENT,medical,Northeast,2024,0,C (Prime)
L118136,638,40700.0,20.7,13200.0,60,6.3,1,9,37.9,MORTGAGE,credit_card,Midwest,2025,0,D (Near-Prime)
L118137,792,37000.0,16.8,22000.0,36,0.5,1,8,26.2,MORTGAGE,debt_consolidation,Northeast,2025,0,A (Super-Prime)
L118138,652,31200.0,19.6,1700.0,36,1.3,0,8,59.4,RENT,auto,West,2023,0,C (Prime)
L118139,706,53500.0,20.7,8400.0,60,0.5,0,8,38.0,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+)
L118140,662,72600.0,6.0,17600.0,36,16.1,0,12,42.7,OWN,medical,South,2023,0,C (Prime)
L118141,656,44300.0,11.1,12000.0,60,6.3,0,9,30.0,OWN,home_improvement,West,2024,1,C (Prime)
L118142,685,68500.0,12.4,25100.0,36,3.1,2,4,50.0,RENT,auto,West,2025,0,C (Prime)
L118143,723,98000.0,9.5,11200.0,36,17.9,0,9,35.2,MORTGAGE,debt_consolidation,West,2025,0,B (Prime+)
L118144,606,37500.0,18.4,8700.0,36,0.4,1,12,13.2,MORTGAGE,credit_card,Northeast,2025,1,D (Near-Prime)
L118145,648,93100.0,36.0,10300.0,36,6.0,1,5,16.5,MORTGAGE,credit_card,Northeast,2025,0,D (Near-Prime)
L118146,588,60300.0,14.4,12700.0,36,11.6,0,8,6.3,RENT,credit_card,South,2025,0,D (Near-Prime)
L118147,705,33700.0,14.7,10300.0,60,9.7,1,6,34.3,RENT,home_improvement,South,2024,1,B (Prime+)
L118148,623,35100.0,2.9,12700.0,60,2.2,1,7,34.3,RENT,debt_consolidation,West,2022,0,D (Near-Prime)
L118149,630,61200.0,6.6,12600.0,36,1.6,1,10,30.1,OWN,home_improvement,Midwest,2025,0,D (Near-Prime)
L118150,721,51000.0,17.2,8800.0,36,3.7,0,11,39.0,OWN,other,South,2024,0,B (Prime+)
L118151,678,74200.0,8.8,2200.0,36,2.6,0,11,30.2,RENT,credit_card,Midwest,2023,0,C (Prime)
L118152,705,20800.0,22.6,5000.0,36,0.0,0,6,73.5,MORTGAGE,other,South,2023,0,B (Prime+)
L118153,670,94200.0,6.1,7100.0,60,0.4,0,5,63.3,RENT,small_business,South,2025,0,C (Prime)
L118154,705,94500.0,18.0,5300.0,60,4.0,1,10,28.9,MORTGAGE,debt_consolidation,South,2025,1,B (Prime+)
L118155,684,30500.0,18.5,5100.0,36,4.6,1,4,35.8,OWN,credit_card,Northeast,2025,0,C (Prime)
L118156,606,38100.0,11.0,22000.0,36,3.8,0,9,52.3,RENT,debt_consolidation,Northeast,2023,0,D (Near-Prime)
L118157,692,141500.0,25.4,7900.0,36,6.7,0,9,22.2,MORTGAGE,medical,South,2024,1,C (Prime)
L118158,656,80100.0,21.3,9000.0,60,9.2,0,6,4.7,MORTGAGE,small_business,Northeast,2023,0,C (Prime)
L118159,663,49200.0,7.2,8900.0,36,4.6,1,6,37.5,OWN,auto,South,2022,0,C (Prime)
L118160,697,45500.0,19.1,10300.0,36,2.9,1,8,58.1,RENT,medical,Northeast,2022,0,C (Prime)
L118161,643,54300.0,43.5,6700.0,36,6.3,0,3,19.5,MORTGAGE,debt_consolidation,Midwest,2022,0,D (Near-Prime)
L118162,610,78900.0,45.5,18500.0,36,10.4,0,7,31.8,MORTGAGE,debt_consolidation,Midwest,2022,0,D (Near-Prime)
L118163,755,46400.0,20.0,5800.0,60,5.1,2,3,29.6,RENT,credit_card,West,2024,0,A (Super-Prime)
L118164,798,67800.0,21.8,4500.0,60,10.9,0,4,3.8,RENT,medical,Midwest,2022,0,A (Super-Prime)
L118165,656,40200.0,31.5,4600.0,36,3.7,0,5,14.9,MORTGAGE,debt_consolidation,South,2024,0,C (Prime)
L118166,753,19700.0,18.0,5000.0,60,8.5,0,6,4.7,RENT,auto,Midwest,2025,0,A (Super-Prime)
L118167,704,57100.0,8.9,3800.0,36,0.1,0,9,56.3,MORTGAGE,debt_consolidation,Midwest,2025,0,B (Prime+)
L118168,637,40900.0,6.5,6300.0,60,2.8,0,7,46.7,RENT,home_improvement,Midwest,2023,0,D (Near-Prime)
L118169,625,97800.0,20.1,6300.0,60,2.4,0,8,15.9,RENT,debt_consolidation,West,2024,1,D (Near-Prime)
L118170,660,62200.0,28.5,22600.0,36,11.5,0,8,44.8,MORTGAGE,home_improvement,West,2022,0,C (Prime)
L118171,651,75300.0,4.4,22100.0,36,4.3,1,7,26.3,OWN,medical,Midwest,2025,0,C (Prime)
L118172,657,28200.0,6.1,8400.0,36,5.6,0,8,39.1,MORTGAGE,small_business,Midwest,2023,0,C (Prime)
L118173,671,79300.0,16.9,17800.0,36,0.1,0,7,66.8,RENT,credit_card,West,2025,0,C (Prime)
L118174,605,22500.0,14.8,13300.0,60,2.9,0,9,54.3,MORTGAGE,medical,South,2024,0,D (Near-Prime)
L118175,735,86100.0,11.0,6700.0,36,1.6,0,13,25.5,RENT,other,West,2025,0,B (Prime+)
L118176,605,59700.0,26.8,9100.0,36,1.9,0,4,5.7,MORTGAGE,other,Midwest,2024,0,D (Near-Prime)
L118177,609,86800.0,7.1,27100.0,36,0.2,0,1,8.7,RENT,debt_consolidation,Northeast,2024,0,D (Near-Prime)
L118178,739,117900.0,5.2,7600.0,60,2.0,0,8,70.5,MORTGAGE,auto,South,2025,0,B (Prime+)
L118179,728,96500.0,16.1,13900.0,36,6.9,1,6,6.6,MORTGAGE,home_improvement,Northeast,2024,0,B (Prime+)
L118180,773,33700.0,13.3,16900.0,60,0.4,0,12,30.1,RENT,medical,West,2023,1,A (Super-Prime)
L118181,687,31600.0,21.8,10200.0,36,1.7,0,5,23.7,RENT,credit_card,West,2022,0,C (Prime)
L118182,637,62200.0,18.7,4100.0,60,0.3,0,9,61.1,RENT,small_business,South,2025,1,D (Near-Prime)
L118183,753,61400.0,24.2,7400.0,60,0.2,0,9,43.8,MORTGAGE,home_improvement,Midwest,2024,0,A (Super-Prime)
L118184,672,64000.0,4.4,16600.0,60,5.4,0,9,11.6,RENT,credit_card,West,2022,0,C (Prime)
L118185,671,33100.0,4.9,5000.0,36,4.8,0,6,20.3,RENT,debt_consolidation,Midwest,2025,0,C (Prime)
L118186,624,30500.0,2.2,7600.0,36,7.2,1,8,10.5,MORTGAGE,credit_card,South,2024,0,D (Near-Prime)
L118187,705,55100.0,8.5,12800.0,60,4.2,0,6,14.9,RENT,debt_consolidation,Midwest,2025,0,B (Prime+)
L118188,525,116300.0,8.9,4400.0,36,1.4,1,7,37.5,OWN,medical,Midwest,2023,1,E (Subprime)
L118189,713,33000.0,8.6,26900.0,60,2.0,0,7,35.1,MORTGAGE,small_business,Northeast,2025,0,B (Prime+)
L118190,549,65000.0,16.7,7100.0,60,2.9,0,11,29.7,OWN,credit_card,South,2023,0,E (Subprime)
L118191,735,67400.0,8.2,10100.0,60,3.9,0,7,39.3,OWN,other,Northeast,2022,0,B (Prime+)
L118192,578,45700.0,5.4,12900.0,36,6.1,1,7,25.7,OWN,debt_consolidation,Midwest,2022,0,E (Subprime)
L118193,723,15000.0,3.3,16200.0,36,7.3,1,4,35.7,MORTGAGE,debt_consolidation,South,2025,1,B (Prime+)
L118194,839,71400.0,19.0,5700.0,60,3.9,0,7,14.1,RENT,debt_consolidation,South,2024,0,A (Super-Prime)
L118195,661,19400.0,14.3,5700.0,36,4.4,0,11,20.1,RENT,credit_card,South,2024,0,C (Prime)
L118196,603,49800.0,30.7,5100.0,36,3.9,1,13,43.0,MORTGAGE,credit_card,South,2023,0,D (Near-Prime)
L118197,805,25000.0,18.1,18400.0,36,0.3,0,8,38.2,MORTGAGE,credit_card,West,2023,1,A (Super-Prime)
L118198,650,36000.0,19.9,4000.0,60,3.5,2,8,20.4,RENT,medical,Northeast,2024,1,D (Near-Prime)
L118199,606,86200.0,11.4,9900.0,36,3.3,0,9,43.4,OWN,medical,West,2024,0,D (Near-Prime)
L118200,760,19000.0,24.3,10200.0,36,3.3,0,4,42.0,RENT,other,South,2023,0,A (Super-Prime)
L118201,494,27200.0,5.5,6900.0,36,6.7,0,4,20.9,OWN,debt_consolidation,Midwest,2024,0,E (Subprime)
L118202,582,37000.0,3.3,7400.0,36,1.8,0,11,33.3,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime)
L118203,593,33800.0,40.5,10000.0,60,2.1,0,6,37.4,RENT,credit_card,Northeast,2025,0,D (Near-Prime)
L118204,634,53900.0,12.4,6400.0,60,0.7,1,12,77.0,RENT,credit_card,South,2024,0,D (Near-Prime)
L118205,547,48600.0,5.0,6700.0,36,2.4,0,6,41.1,MORTGAGE,debt_consolidation,South,2024,0,E (Subprime)
L118206,732,57200.0,12.2,5700.0,36,7.9,0,11,22.6,MORTGAGE,debt_consolidation,Northeast,2024,0,B (Prime+)
L118207,745,53500.0,29.2,13000.0,36,2.2,0,10,49.2,MORTGAGE,auto,South,2023,1,B (Prime+)
L118208,675,54000.0,9.2,7800.0,36,6.6,0,9,68.2,RENT,debt_consolidation,West,2024,1,C (Prime)
L118209,652,123000.0,19.2,7600.0,36,0.1,0,6,41.0,MORTGAGE,other,South,2025,0,C (Prime)
L118210,577,32100.0,10.0,17400.0,36,12.3,0,9,24.9,OWN,credit_card,West,2024,0,E (Subprime)
L118211,709,60200.0,13.7,11700.0,36,0.6,1,8,15.5,OWN,other,South,2023,0,B (Prime+)
L118212,633,50100.0,17.8,9100.0,36,2.3,0,7,50.7,RENT,home_improvement,Northeast,2024,1,D (Near-Prime)
L118213,719,77200.0,7.5,5900.0,36,0.8,0,5,84.6,RENT,credit_card,Midwest,2025,1,B (Prime+)
L118214,745,15000.0,8.3,13500.0,60,8.6,1,6,44.3,MORTGAGE,credit_card,South,2025,0,B (Prime+)
L118215,682,34900.0,0.9,7900.0,36,1.9,0,7,30.0,MORTGAGE,debt_consolidation,West,2025,0,C (Prime)
L118216,541,64700.0,20.2,12800.0,36,0.8,0,9,6.5,RENT,credit_card,West,2023,0,E (Subprime)
L118217,618,51100.0,21.6,2200.0,60,7.7,0,12,22.4,MORTGAGE,auto,Northeast,2025,0,D (Near-Prime)
L118218,767,98900.0,12.4,9800.0,36,1.7,0,5,64.4,MORTGAGE,debt_consolidation,West,2023,0,A (Super-Prime)
L118219,697,23400.0,8.0,18400.0,60,2.3,0,5,20.3,MORTGAGE,credit_card,Northeast,2022,0,C (Prime)
L118220,771,171700.0,27.3,8100.0,60,4.6,0,6,42.3,OWN,debt_consolidation,West,2024,0,A (Super-Prime)
L118221,533,66600.0,28.1,8500.0,36,11.9,0,6,70.3,OWN,auto,West,2023,1,E (Subprime)
L118222,671,44400.0,17.7,14300.0,36,4.8,0,6,30.2,MORTGAGE,debt_consolidation,West,2023,0,C (Prime)
L118223,667,35600.0,12.7,9800.0,36,8.5,0,6,61.1,RENT,credit_card,West,2022,0,C (Prime)
L118224,573,32400.0,5.7,3800.0,36,15.8,1,6,3.9,MORTGAGE,small_business,Midwest,2025,1,E (Subprime)
L118225,637,38000.0,22.7,12000.0,60,10.4,1,7,59.4,MORTGAGE,auto,West,2024,1,D (Near-Prime)
L118226,742,54300.0,32.1,26100.0,36,0.6,0,11,14.6,OWN,credit_card,West,2023,0,B (Prime+)
L118227,714,33900.0,12.2,7200.0,36,13.3,0,11,10.7,RENT,other,Northeast,2025,0,B (Prime+)
L118228,644,64700.0,11.3,6900.0,60,5.1,1,7,56.6,RENT,debt_consolidation,West,2025,0,D (Near-Prime)
L118229,700,41700.0,9.4,10900.0,36,9.7,0,5,66.3,MORTGAGE,credit_card,Midwest,2023,0,C (Prime)
L118230,756,71800.0,2.4,11900.0,60,0.1,0,5,88.5,RENT,debt_consolidation,Northeast,2022,0,A (Super-Prime)
L118231,609,34500.0,10.8,8000.0,36,2.2,1,7,47.1,MORTGAGE,small_business,South,2024,1,D (Near-Prime)
L118232,698,56800.0,14.8,17300.0,60,1.7,0,13,30.1,RENT,home_improvement,West,2025,0,C (Prime)
L118233,747,35300.0,3.8,27800.0,36,10.4,0,6,58.5,MORTGAGE,credit_card,Northeast,2023,0,B (Prime+)
L118234,634,93400.0,9.9,7100.0,60,0.8,0,5,29.9,OWN,debt_consolidation,Midwest,2022,0,D (Near-Prime)
L118235,763,52100.0,23.7,6200.0,36,6.9,1,6,15.6,RENT,debt_consolidation,Midwest,2023,0,A (Super-Prime)
L118236,673,61200.0,7.8,12000.0,36,0.8,1,10,29.0,RENT,debt_consolidation,Midwest,2024,0,C (Prime)
L118237,751,127000.0,16.7,4200.0,60,2.1,0,5,58.0,MORTGAGE,debt_consolidation,West,2025,0,A (Super-Prime)
L118238,739,59300.0,24.0,21900.0,60,0.2,1,12,52.3,RENT,debt_consolidation,South,2025,0,B (Prime+)
L118239,696,36800.0,20.1,13400.0,36,6.9,0,5,55.1,MORTGAGE,home_improvement,Northeast,2025,0,C (Prime)
L118240,660,49100.0,21.0,12100.0,36,1.3,0,8,53.3,MORTGAGE,credit_card,West,2024,0,C (Prime)
L118241,636,42300.0,33.9,14100.0,36,7.7,0,8,84.8,OWN,auto,South,2025,1,D (Near-Prime)
L118242,690,75100.0,3.8,12500.0,36,1.7,0,8,39.2,MORTGAGE,credit_card,South,2023,0,C (Prime)
L118243,693,135900.0,15.2,33100.0,36,3.3,0,6,19.7,MORTGAGE,home_improvement,West,2022,0,C (Prime)
L118244,770,130700.0,6.0,7900.0,36,6.8,0,6,58.0,MORTGAGE,credit_card,West,2023,0,A (Super-Prime)
L118245,673,50600.0,5.2,8700.0,36,0.8,1,6,28.5,MORTGAGE,small_business,Midwest,2024,0,C (Prime)
L118246,702,55000.0,19.5,6000.0,36,10.0,1,6,53.2,OWN,debt_consolidation,South,2022,0,B (Prime+)
L118247,789,94800.0,15.7,27600.0,60,2.7,0,8,42.0,RENT,credit_card,West,2022,0,A (Super-Prime)
L118248,700,77800.0,24.1,16700.0,36,1.6,0,8,73.0,OWN,home_improvement,South,2022,0,C (Prime)
L118249,709,16600.0,11.9,5100.0,60,5.1,0,8,70.6,OWN,debt_consolidation,Midwest,2025,1,B (Prime+)
L118250,784,35000.0,7.3,8100.0,36,6.9,1,13,59.8,RENT,debt_consolidation,South,2022,0,A (Super-Prime)
L118251,685,42700.0,28.9,19900.0,36,8.5,0,7,73.9,RENT,home_improvement,West,2022,1,C (Prime)
L118252,705,38100.0,1.4,3900.0,60,15.2,1,13,36.3,RENT,credit_card,West,2023,0,B (Prime+)
L118253,728,55700.0,2.4,8200.0,60,8.9,1,10,59.3,MORTGAGE,credit_card,Midwest,2025,0,B (Prime+)
L118254,671,69400.0,32.3,11700.0,60,2.5,0,12,8.8,RENT,debt_consolidation,South,2022,0,C (Prime)
L118255,607,29600.0,23.8,12200.0,60,12.0,0,6,3.5,MORTGAGE,home_improvement,South,2022,1,D (Near-Prime)
L118256,584,82800.0,5.6,6900.0,36,4.2,0,9,59.0,OWN,credit_card,South,2023,1,D (Near-Prime)
L118257,666,54000.0,6.5,6300.0,60,0.0,0,8,11.5,RENT,credit_card,South,2023,0,C (Prime)
L118258,752,76300.0,5.7,7600.0,36,2.0,0,8,52.1,MORTGAGE,home_improvement,West,2023,0,A (Super-Prime)
L118259,744,136700.0,24.4,12600.0,36,19.0,0,5,37.0,MORTGAGE,debt_consolidation,Northeast,2022,0,B (Prime+)
L118260,785,42300.0,20.6,7900.0,36,1.1,1,8,68.9,MORTGAGE,home_improvement,Northeast,2024,0,A (Super-Prime)
L118261,738,20800.0,15.4,8600.0,36,9.8,0,4,11.7,MORTGAGE,debt_consolidation,West,2024,0,B (Prime+)
L118262,637,42500.0,9.5,7500.0,36,2.7,1,9,58.7,MORTGAGE,small_business,South,2023,0,D (Near-Prime)
